id,journalCodeId,entryDate,journalMemo,checkNumber,postingMemo,amount,isCashPosting,referenceNumber,payeeName,payeeNameRaw,payeeNames,userTypeId,leaseId,unitNumber,unitId,buildingName,journalCodeDescription
62956904,1,12/1/2025,#INV-000628 5040 Main G - Shower leak and ceiling repair.,,#INV-000628 5040 Main G - Shower leak and ceiling repair.,700,0,INV-000628,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,5040 North Main Street,EFT
62959896,8,12/3/2025,"INV-000630 - #INV-000630 915 Main - Replaced damaged steps and platforms, completed all necessary welding and structural reinforcements, prepped all metal surfaces by sanding and cleaning, and applied a full coating system.",,"#INV-000630 915 Main - Replaced damaged steps and platforms, completed all necessary welding and structural reinforcements, prepped all metal surfaces by sanding and cleaning, and applied a full coating system.",-4500,0,INV-000630,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,915 West Main Street,EFT
62959903,8,12/3/2025,INV-000628 - #INV-000628 5040 Main G - Shower leak and ceiling repair.,,#INV-000628 5040 Main G - Shower leak and ceiling repair.,-700,0,INV-000628,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,5040 North Main Street,EFT
63009541,1,12/8/2025,#INV-000720 822 Main 1R - Supply and installation of 8 light-filtering roller shades. DEPOSIT,,#INV-000720 822 Main 1R - Supply and installation of 8 light-filtering roller shades. DEPOSIT,945.5,0,INV-000720 DEPOSIT,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,822 North Main Avenue,Bill
63009543,1,12/8/2025,#INV-000721 822 Main 1F - Supply and installation of 8 light-filtering roller shades. DEPOSIT,,#INV-000721 822 Main 1F - Supply and installation of 8 light-filtering roller shades. DEPOSIT,1058,0,INV-000721 DEPOSIT,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,822 North Main Avenue,Bill
63009561,1,12/8/2025,#INV-000678 952 Main 2E - Kitchen plumbing repairs and bathroom toilet repairs.,,#INV-000678 952 Main 2E - Kitchen plumbing repairs and bathroom toilet repairs.,500,0,INV-000678,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,950 North Main Street,EFT
63009563,1,12/8/2025,#INV-000719 3213 Main - Leak repair in hallway caused by clogged roof drain. Cleared blockage and cleaned.,,#INV-000719 3213 Main - Leak repair in hallway caused by clogged roof drain. Cleared blockage and cleaned.,250,0,INV-000719,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,3213 West Main Avenue,EFT
63009806,8,12/9/2025,INV-000678 - #INV-000678 952 Main 2E - Kitchen plumbing repairs and bathroom toilet repairs.,,#INV-000678 952 Main 2E - Kitchen plumbing repairs and bathroom toilet repairs.,-500,0,INV-000678,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,950 North Main Street,EFT
63009807,8,12/9/2025,INV-000719 - #INV-000719 3213 Main - Leak repair in hallway caused by clogged roof drain. Cleared blockage and cleaned.,,#INV-000719 3213 Main - Leak repair in hallway caused by clogged roof drain. Cleared blockage and cleaned.,-250,0,INV-000719,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,3213 West Main Avenue,EFT
63009810,8,12/9/2025,Multiple bills,,#INV-000720 822 Main 1R - Supply and installation of 8 light-filtering roller shades. DEPOSIT,-945.5,0,INV-000720 DEPOSIT,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,822 North Main Avenue,EFT
63009810,8,12/9/2025,Multiple bills,,#INV-000721 822 Main 1F - Supply and installation of 8 light-filtering roller shades. DEPOSIT,-1058,0,INV-000721 DEPOSIT,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,822 North Main Avenue,EFT
63048063,1,12/15/2025,#INV-000774 4435 Main - Conduit replacement and re-wiring (Approx . 30 LF).,,#INV-000774 4435 Main - Conduit replacement and re-wiring (Approx . 30 LF).,1500,0,INV-000774,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,4435 North Main Street,Bill
63048065,1,12/15/2025,#INV-000775 5627 Main G - Water line unfreezing and pipe insulation. Labor and materials.,,#INV-000775 5627 Main G - Water line unfreezing and pipe insulation. Labor and materials.,1250,0,INV-000775,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,5627 North Main Avenue,Bill
63048679,8,12/16/2025,Multiple bills,,#INV-000774 4435 Main - Conduit replacement and re-wiring (Approx . 30 LF).,-1500,0,INV-000774,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,4435 North Main Street,EFT
63048679,8,12/16/2025,Multiple bills,,#INV-000775 5627 Main G - Water line unfreezing and pipe insulation. Labor and materials.,-1250,0,INV-000775,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,5627 North Main Avenue,EFT
63098030,1,12/22/2025,#INV-000818 3758 Main - Outlet/power in living room repair.,,#INV-000818 3758 Main - Outlet/power in living room repair.,80,0,INV-000818,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,3758 West Main Avenue,EFT
63098049,1,12/22/2025,#INV-000819 3336 Main 2F - High Efficiency water heater replacement.,,#INV-000819 3336 Main 2F - High Efficiency water heater replacement.,2050,0,INV-000819,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,3336 West Main Avenue,Bill
63098051,1,12/22/2025,#INV-000720 822 Main 1R - Supply and installation of 8 light-filtering roller shades. BALANCE,,#INV-000720 822 Main 1R - Supply and installation of 8 light-filtering roller shades. BALANCE,945.5,0,INV-000720 BALANCE,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,822 North Main Avenue,Bill
63098057,1,12/22/2025,#INV-000721 822 Main 1F - Supply and installation of 8 light-filtering roller shades,,#INV-000721 822 Main 1F - Supply and installation of 8 light-filtering roller shades,1058,0,INV-000721 BALANCE,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,822 North Main Avenue,Bill
63098099,1,12/22/2025,#INV-000817 2429 Main - Attic pipe insulation.,,#INV-000817 2429 Main - Attic pipe insulation.,400,0,INV-000817,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,2429 West Main Street,Bill
63098103,1,12/22/2025,#INV-000821 915 Main 3F - Shower silicone removal and replacement.,,#INV-000821 915 Main 3F - Shower silicone removal and replacement.,250,0,INV-000821,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,915 West Main Street,EFT
63098120,1,12/22/2025,#INV-000823 2129 Main 1R - Kitchen drain rodded.,,#INV-000823 2129 Main 1R - Kitchen drain rodded.,550,0,INV-000823,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,2129 North Main Avenue,EFT
63135244,8,12/29/2025,Multiple bills,,#INV-000823 2129 Main 1R - Kitchen drain rodded.,-550,0,INV-000823,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,2129 North Main Avenue,Bill
63135244,8,12/29/2025,Multiple bills,,#INV-000821 915 Main 3F - Shower silicone removal and replacement.,-250,0,INV-000821,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,915 West Main Street,Bill
63135271,8,12/29/2025,INV-000818 - #INV-000818 3758 Main - Outlet/power in living room repair.,,#INV-000818 3758 Main - Outlet/power in living room repair.,-80,0,INV-000818,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,3758 West Main Avenue,Bill
63135276,8,12/29/2025,Multiple bills,,#INV-000720 822 Main 1R - Supply and installation of 8 light-filtering roller shades. BALANCE,-945.5,0,INV-000720 BALANCE,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,822 North Main Avenue,Bill
63135276,8,12/29/2025,Multiple bills,,#INV-000721 822 Main 1F - Supply and installation of 8 light-filtering roller shades,-1058,0,INV-000721 BALANCE,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,822 North Main Avenue,Bill
63135279,8,12/29/2025,INV-000817 - #INV-000817 2429 Main - Attic pipe insulation.,,#INV-000817 2429 Main - Attic pipe insulation.,-400,0,INV-000817,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,2429 West Main Street,Bill
63135284,8,12/29/2025,INV-000819 - #INV-000819 3336 Main 2F - High Efficiency water heater replacement.,,#INV-000819 3336 Main 2F - High Efficiency water heater replacement.,-2050,0,INV-000819,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,3336 West Main Avenue,Bill
63242905,1,1/5/2026,#INV-000824 4821 Main - Rodded the basement.,,#INV-000824 4821 Main - Rodded the basement.,415,0,INV-000824,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,4819 W. Main Avenue,Bill
63243860,8,1/6/2026,INV-000824 - #INV-000824 4821 Main - Rodded the basement.,,#INV-000824 4821 Main - Rodded the basement.,-415,0,INV-000824,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,4819 W. Main Avenue,EFT
63287467,1,1/12/2026,#INV-000882 4004 Main - Drain line repair.,,#INV-000882 4004 Main - Drain line repair.,250,0,INV-000882,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,2232 W Main Park Rd,EFT
63287509,1,1/12/2026,#INV-000888 822 Main 1F - Window blind in master bedroom.,,#INV-000888 822 Main 1F - Window blind in master bedroom.,80,0,INV-000888,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,822 North Main Avenue,EFT
63287511,1,1/12/2026,#INV-000881 903 Main - Inspected water issues and replaced light bulb.,,#INV-000881 903 Main - Inspected water issues and replaced light bulb.,80,0,INV-000881,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,903 W Main,EFT
63292449,8,1/14/2026,INV-000881 - #INV-000881 903 Main - Inspected water issues and replaced light bulb.,,#INV-000881 903 Main - Inspected water issues and replaced light bulb.,-80,0,INV-000881,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,903 W Main,Check 105
63292471,8,1/14/2026,INV-000888 - #INV-000888 822 Main 1F - Window blind in master bedroom.,,#INV-000888 822 Main 1F - Window blind in master bedroom.,-80,0,INV-000888,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,822 North Main Avenue,Bill
63292473,8,1/14/2026,INV-000882 - #INV-000882 4004 Main - Drain line repair.,,#INV-000882 4004 Main - Drain line repair.,-250,0,INV-000882,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,2232 W Main Park Rd,Bill
63328601,1,1/20/2026,#INV-000900 2225 Main G - Mold inspection.,,#INV-000900 2225 Main G - Mold inspection.,80,0,INV-000900,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,2223 N. Main Ave,Bill
63328605,1,1/20/2026,#INV-000825 2752 Main 2 - Electrical light wiring repaired.,,#INV-000825 2752 Main 2 - Electrical light wiring repaired.,200,0,INV-000825,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,2752 North Main Avenue,Bill
63328609,1,1/20/2026,#INV-000896 3221 Main - Rodding repairs to open the line and restore flow. Cleaned the area in basement.,,#INV-000896 3221 Main - Rodding repairs to open the line and restore flow. Cleaned the area in basement.,850,0,INV-000896,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,3221 North Main Avenue,Bill
63329639,8,1/21/2026,INV-000896 - #INV-000896 3221 Main - Rodding repairs to open the line and restore flow. Cleaned the area in basement.,,#INV-000896 3221 Main - Rodding repairs to open the line and restore flow. Cleaned the area in basement.,-850,0,INV-000896,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,3221 North Main Avenue,EFT
63329643,8,1/21/2026,INV-000900 - #INV-000900 2225 Main G - Mold inspection.,,#INV-000900 2225 Main G - Mold inspection.,-80,0,INV-000900,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,2223 N. Main Ave,EFT
63329661,8,1/21/2026,INV-000825 - #INV-000825 2752 Main 2 - Electrical light wiring repaired.,,#INV-000825 2752 Main 2 - Electrical light wiring repaired.,-200,0,INV-000825,Mendowza Construction Inc,Mendowza Construction Inc,Mendowza Construction Inc,16,0,,,2752 North Main Avenue,EFT
62793226,1,11/18/2025,"#299874 2731 Main 1 - Furnace repair. Installed jumper wire on thermostat, tightened electrical connections, installed new air filter.",,"#299874 2731 Main 1 - Furnace repair. Installed jumper wire on thermostat, tightened electrical connections, installed new air filter.",120,0,299874,Mendiowza Mechanical LLC,Mendiowza Mechanical LLC,Mendiowza Mechanical LLC,16,0,,,2731 North Main Avenue,Bill
62797043,2,11/19/2025,"299874 - #299874 2731 Main 1 - Furnace repair. Installed jumper wire on thermostat, tightened electrical connections, installed new air filter.",190,"#299874 2731 Main 1 - Furnace repair. Installed jumper wire on thermostat, tightened electrical connections, installed new air filter.",-120,0,299874,Mendiowza Mechanical LLC,Mendiowza Mechanical LLC,Mendiowza Mechanical LLC,16,0,,,2731 North Main Avenue,EFT
63242891,1,1/5/2026,#299901 2744 Main - Checked boiler and zone valves. Removed actuators and manually opened valves. Restored heat.,,#299901 2744 Main - Checked boiler and zone valves. Removed actuators and manually opened valves. Restored heat.,240,0,299901,Mendiowza Mechanical LLC,Mendiowza Mechanical LLC,Mendiowza Mechanical LLC,16,0,,,2723 N. Main,Bill
63248023,2,1/7/2026,299901 - #299901 2744 Main - Checked boiler and zone valves. Removed actuators and manually opened valves. Restored heat.,ONLINE,#299901 2744 Main - Checked boiler and zone valves. Removed actuators and manually opened valves. Restored heat.,-240,0,299901,Mendiowza Mechanical LLC,Mendiowza Mechanical LLC,Mendiowza Mechanical LLC,16,0,,,2723 N. Main,EFT
63287498,1,1/12/2026,#299901 2744 Main - Repair to boiler.,,#299901 2744 Main - Repair to boiler.,240,0,299901,Mendiowza Mechanical LLC,Mendiowza Mechanical LLC,Mendiowza Mechanical LLC,16,0,,,2723 N. Main,EFT
63292354,2,1/14/2026,299901 - #299901 2744 Main - Repair to boiler.,4997,#299901 2744 Main - Repair to boiler.,-240,0,299901,Mendiowza Mechanical LLC,Mendiowza Mechanical LLC,Mendiowza Mechanical LLC,16,0,,,2723 N. Main,EFT
63328597,1,1/20/2026,#10215 1414 Main - Diagnostic service. Storm drain and sewer line inspection due to basement flooding during heavy rain.,,#10215 1414 Main - Diagnostic service. Storm drain and sewer line inspection due to basement flooding during heavy rain.,385,0,10215,Mendoo Drain Special ,Mendoo Drain Special ,Mendoo Drain Special ,16,0,,,1414 North Main Street,Bill
63328607,1,1/20/2026,#10221 3221 Main - Diagnostic service. Video inspection of main sewer line to diagnose recurring backups.,,#10221 3221 Main - Diagnostic service. Video inspection of main sewer line to diagnose recurring backups.,325,0,10221,Mendoo Drain Special ,Mendoo Drain Special ,Mendoo Drain Special ,16,0,,,3221 North Main Avenue,Bill
63329710,2,1/21/2026,10221 - #10221 3221 Main - Diagnostic service. Video inspection of main sewer line to diagnose recurring backups.,1318,#10221 3221 Main - Diagnostic service. Video inspection of main sewer line to diagnose recurring backups.,-325,0,10221,Mendoo Drain Special ,Mendoo Drain Special ,Mendoo Drain Special ,16,0,,,3221 North Main Avenue,EFT
63329711,2,1/21/2026,10215 - #10215 1414 Main - Diagnostic service. Storm drain and sewer line inspection due to basement flooding during heavy rain.,4016,#10215 1414 Main - Diagnostic service. Storm drain and sewer line inspection due to basement flooding during heavy rain.,-385,0,10215,Mendoo Drain Special ,Mendoo Drain Special ,Mendoo Drain Special ,16,0,,,1414 North Main Street,EFT
62614336,1,10/28/2025,"#783972 1757 NORTH Main - 6"" INTERLOCK LATCH GUARD SL x2 and SCAR PLATE 218 3-1/2 OD 630 x1.",,"#783972 1757 NORTH Main - 6"" INTERLOCK LATCH GUARD SL x2 and SCAR PLATE 218 3-1/2 OD 630 x1.",24.23,0,783972,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,1757 West North Main Avenue,Bill
62620510,8,10/29/2025,"783972 - #783972 1757 NORTH Main - 6"" INTERLOCK LATCH GUARD SL x2 and SCAR PLATE 218 3-1/2 OD 630 x1.",,"#783972 1757 NORTH Main - 6"" INTERLOCK LATCH GUARD SL x2 and SCAR PLATE 218 3-1/2 OD 630 x1.",-24.23,0,783972,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,1757 West North Main Avenue,EFT
62711831,1,11/4/2025,"#785595 1507 Main - PLASTIC SHIMS (10 SHIMS/SHEET x2, 1"" BRASS RAD STEAM ANGLE VALVE x1, 04100 4"" ROUND MAGIC SLIDERS x1, 6"" 24T SAWZALL BLADE x1, 1-1/4"" RAD STEAM ANGLE VALVE x1 and ""D"" GORTON VAPOR EQUAL VALVE x2.",,"#785595 1507 Main - PLASTIC SHIMS (10 SHIMS/SHEET x2, 1"" BRASS RAD STEAM ANGLE VALVE x1, 04100 4"" ROUND MAGIC SLIDERS x1, 6"" 24T SAWZALL BLADE x1, 1-1/4"" RAD STEAM ANGLE VALVE x1 and ""D"" GORTON VAPOR EQUAL VALVE x2.",249.08,0,785595,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,1507 West Main Avenue,Bill
62711832,1,11/4/2025,"#786156 1757 NORTH Main - #5 GORTON VAPOR EQUAL VALVE x4, 1"" BRASS RAD STEAM ANGLE VALVE x2 and 1-1/4"" RAD STEAM ANGLE VALVE x2.",,"#786156 1757 NORTH Main - #5 GORTON VAPOR EQUAL VALVE x4, 1"" BRASS RAD STEAM ANGLE VALVE x2 and 1-1/4"" RAD STEAM ANGLE VALVE x2.",370.35,0,786156,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,1757 West North Main Avenue,Bill
62712862,8,11/4/2025,"785595 - #785595 1507 Main - PLASTIC SHIMS (10 SHIMS/SHEET x2, 1"" BRASS RAD STEAM ANGLE VALVE x1, 04100 4"" ROUND MAGIC SLIDERS x1, 6"" 24T SAWZALL BLADE x1, 1-1/4"" RAD STEAM ANGLE VALVE x1 and ""D"" GORTON VAPOR EQUAL VALVE x2.",,"#785595 1507 Main - PLASTIC SHIMS (10 SHIMS/SHEET x2, 1"" BRASS RAD STEAM ANGLE VALVE x1, 04100 4"" ROUND MAGIC SLIDERS x1, 6"" 24T SAWZALL BLADE x1, 1-1/4"" RAD STEAM ANGLE VALVE x1 and ""D"" GORTON VAPOR EQUAL VALVE x2.",-249.08,0,785595,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,1507 West Main Avenue,Bill
62712874,8,11/4/2025,"786156 - #786156 1757 NORTH Main - #5 GORTON VAPOR EQUAL VALVE x4, 1"" BRASS RAD STEAM ANGLE VALVE x2 and 1-1/4"" RAD STEAM ANGLE VALVE x2.",,"#786156 1757 NORTH Main - #5 GORTON VAPOR EQUAL VALVE x4, 1"" BRASS RAD STEAM ANGLE VALVE x2 and 1-1/4"" RAD STEAM ANGLE VALVE x2.",-370.35,0,786156,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,1757 West North Main Avenue,EFT
62793185,1,11/18/2025,"#788599 1757 NORTH Main - 1"" BRASS RAD STEAM ANGLE VALVE x1, 1-1/4"" RAD STEAM ANGLE VALVE x1, 883 MOEN CLIP / LAV TUB SHOWER x2, 1-1/2"" COPPER FITTING BRUSH X1, GAUGE SET x2, GAUGE GLASS WASHER x2, VAPOR EQUAL VALVE x3.",,"#788599 1757 NORTH Main - 1"" BRASS RAD STEAM ANGLE VALVE x1, 1-1/4"" RAD STEAM ANGLE VALVE x1, 883 MOEN CLIP / LAV TUB SHOWER x2, 1-1/2"" COPPER FITTING BRUSH X1, GAUGE SET x2, GAUGE GLASS WASHER x2, VAPOR EQUAL VALVE x3.",260.3,0,788599,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,1757 West North Main Avenue,EFT
62793186,1,11/18/2025,"#789721 5526 Main - 1-1/4"" RAD STEAM ANGLE VALVE x1, 1-1/2"" RAD STEAM ANGLE VALVE x1, NUT FOR WATER GAUGE SET x2 and WASHERS FROM PLUMBING x2.",,"#789721 5526 Main - 1-1/4"" RAD STEAM ANGLE VALVE x1, 1-1/2"" RAD STEAM ANGLE VALVE x1, NUT FOR WATER GAUGE SET x2 and WASHERS FROM PLUMBING x2.",120.68,0,789721,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,5526 North Main Avenue,EFT
62793458,8,11/18/2025,"789721 - #789721 5526 Main - 1-1/4"" RAD STEAM ANGLE VALVE x1, 1-1/2"" RAD STEAM ANGLE VALVE x1, NUT FOR WATER GAUGE SET x2 and WASHERS FROM PLUMBING x2.",,"#789721 5526 Main - 1-1/4"" RAD STEAM ANGLE VALVE x1, 1-1/2"" RAD STEAM ANGLE VALVE x1, NUT FOR WATER GAUGE SET x2 and WASHERS FROM PLUMBING x2.",-120.68,0,789721,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,5526 North Main Avenue,Bill
62793471,8,11/18/2025,"788599 - #788599 1757 NORTH Main - 1"" BRASS RAD STEAM ANGLE VALVE x1, 1-1/4"" RAD STEAM ANGLE VALVE x1, 883 MOEN CLIP / LAV TUB SHOWER x2, 1-1/2"" COPPER FITTING BRUSH X1, GAUGE SET x2, GAUGE GLASS WASHER x2, VAPOR EQUAL VALVE x3.",,"#788599 1757 NORTH Main - 1"" BRASS RAD STEAM ANGLE VALVE x1, 1-1/4"" RAD STEAM ANGLE VALVE x1, 883 MOEN CLIP / LAV TUB SHOWER x2, 1-1/2"" COPPER FITTING BRUSH X1, GAUGE SET x2, GAUGE GLASS WASHER x2, VAPOR EQUAL VALVE x3.",-260.3,0,788599,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,1757 West North Main Avenue,Bill
62956877,1,12/1/2025,#793306 5627 Main - Single cut key.,,#793306 5627 Main - Single cut key.,11.42,0,793306,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,5627 North Main Avenue,EFT
62959864,8,12/3/2025,793306 - #793306 5627 Main - Single cut key.,,#793306 5627 Main - Single cut key.,-11.42,0,793306,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,5627 North Main Avenue,EFT
63048047,1,12/15/2025,"#797377 1757 NORTHMain - 1-1/4"" RAD STEAM ANGLE VALVE x1 and ""C"" GORTON VAPOR EQUAL VALVE x1.",,"#797377 1757 NORTHMain - 1-1/4"" RAD STEAM ANGLE VALVE x1 and ""C"" GORTON VAPOR EQUAL VALVE x1.",97,0,797377,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,1757 West North Main Avenue,Bill
63048048,1,12/15/2025,"#797382 2223 Main - 1-1/4"" RAD STEAM ANGLE VALVE x1 and 1"" BRASS RAD STEAM ANGLE VALVE x1.",,"#797382 2223 Main - 1-1/4"" RAD STEAM ANGLE VALVE x1 and 1"" BRASS RAD STEAM ANGLE VALVE x1.",85.97,0,797382,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,2223 N. Main Ave,Bill
63048049,1,12/15/2025,"#797381 2939 Main - ""D"" GORTON VAPOR EQUAL VALVE x2.",,"#797381 2939 Main - ""D"" GORTON VAPOR EQUAL VALVE x2.",105.82,0,797381,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,2939 West Main Avenue,Bill
63048050,1,12/15/2025,"#797372 4322 Main - LOCK LABOR x5, SCH COMBO PACK PLY CP 505 x2, 1-1/8"" SCH C MORT CYL US3 x1, MARKS 234 METRO ENT MORT LOCK LH x1, GLASS x1, WINDOW REPAIR LABOR x1 and GLASS x1.",,"#797372 4322 Main - LOCK LABOR x5, SCH COMBO PACK PLY CP 505 x2, 1-1/8"" SCH C MORT CYL US3 x1, MARKS 234 METRO ENT MORT LOCK LH x1, GLASS x1, WINDOW REPAIR LABOR x1 and GLASS x1.",422.81,0,797372,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,4322 North Main Avenue,Bill
63048051,1,12/15/2025,"#797374 4856 Main - 1"" BRASS RAD STEAM ANGLE VALVE x2, 1-1/4X1 RED. BUSH BLK x1, 1-1/2X1-1/4 BUSH ,BK x1, 1-1/4 X 1 BLACK RED COUPLING x1, 1-1/2X1-1/4 CPLG,BK x1 and ""C"" GORTON VAPOR EQUAL VALVE x1.",,"#797374 4856 Main - 1"" BRASS RAD STEAM ANGLE VALVE x2, 1-1/4X1 RED. BUSH BLK x1, 1-1/2X1-1/4 BUSH ,BK x1, 1-1/4 X 1 BLACK RED COUPLING x1, 1-1/2X1-1/4 CPLG,BK x1 and ""C"" GORTON VAPOR EQUAL VALVE x1.",150.97,0,797374,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,4856 N Main Ave,Bill
63048659,8,12/16/2025,"797382 - #797382 2223 Main - 1-1/4"" RAD STEAM ANGLE VALVE x1 and 1"" BRASS RAD STEAM ANGLE VALVE x1.",,"#797382 2223 Main - 1-1/4"" RAD STEAM ANGLE VALVE x1 and 1"" BRASS RAD STEAM ANGLE VALVE x1.",-85.97,0,797382,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,2223 N. Main Ave,Bill
63048663,8,12/16/2025,"797381 - #797381 2939 Main - ""D"" GORTON VAPOR EQUAL VALVE x2.",,"#797381 2939 Main - ""D"" GORTON VAPOR EQUAL VALVE x2.",-105.82,0,797381,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,2939 West Main Avenue,Bill
63048664,8,12/16/2025,"797374 - #797374 4856 Main - 1"" BRASS RAD STEAM ANGLE VALVE x2, 1-1/4X1 RED. BUSH BLK x1, 1-1/2X1-1/4 BUSH ,BK x1, 1-1/4 X 1 BLACK RED COUPLING x1, 1-1/2X1-1/4 CPLG,BK x1 and ""C"" GORTON VAPOR EQUAL VALVE x1.",,"#797374 4856 Main - 1"" BRASS RAD STEAM ANGLE VALVE x2, 1-1/4X1 RED. BUSH BLK x1, 1-1/2X1-1/4 BUSH ,BK x1, 1-1/4 X 1 BLACK RED COUPLING x1, 1-1/2X1-1/4 CPLG,BK x1 and ""C"" GORTON VAPOR EQUAL VALVE x1.",-150.97,0,797374,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,4856 N Main Ave,EFT
63048671,8,12/16/2025,"797377 - #797377 1757 NORTHMain - 1-1/4"" RAD STEAM ANGLE VALVE x1 and ""C"" GORTON VAPOR EQUAL VALVE x1.",,"#797377 1757 NORTHMain - 1-1/4"" RAD STEAM ANGLE VALVE x1 and ""C"" GORTON VAPOR EQUAL VALVE x1.",-97,0,797377,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,1757 West North Main Avenue,EFT
63048672,8,12/16/2025,"797372 - #797372 4322 Main - LOCK LABOR x5, SCH COMBO PACK PLY CP 505 x2, 1-1/8"" SCH C MORT CYL US3 x1, MARKS 234 METRO ENT MORT LOCK LH x1, GLASS x1, WINDOW REPAIR LABOR x1 and GLASS x1.",,"#797372 4322 Main - LOCK LABOR x5, SCH COMBO PACK PLY CP 505 x2, 1-1/8"" SCH C MORT CYL US3 x1, MARKS 234 METRO ENT MORT LOCK LH x1, GLASS x1, WINDOW REPAIR LABOR x1 and GLASS x1.",-422.81,0,797372,Noodles Hardware,Noodles Hardware,Noodles Hardware,16,0,,,4322 North Main Avenue,EFT
